dt,user_id,initial_amount,program,deposit,total_deposits,total_deposits_for_month,current_balance,total_transaction_count,total_transaction_count_for_month,is_last_day_of_month
2017-03-05,111,611,1,0,853,0,1464,7,0,False
2017-03-06,111,611,1,0,853,0,1464,7,0,False
2017-03-07,111,611,1,0,853,0,1464,7,0,False
2017-03-08,111,611,1,0,853,0,1464,7,0,False
2017-03-09,111,611,1,116,969,116,1580,8,1,False
2017-03-10,111,611,1,0,969,116,1580,8,1,False
2017-03-11,111,611,1,0,969,116,1580,8,1,False
2017-03-12,111,611,1,0,969,116,1580,8,1,False
2017-03-13,111,611,1,0,969,116,1580,8,1,False
2017-03-14,111,611,1,0,969,116,1580,8,1,False
2017-03-15,111,611,1,0,969,116,1580,8,1,False
2017-03-16,111,611,1,0,969,116,1580,8,1,False
2017-03-17,111,611,1,0,969,116,1580,8,1,False
2017-03-18,111,611,1,0,969,116,1580,8,1,False
2017-03-19,111,611,1,0,969,116,1580,8,1,False
2017-03-20,111,611,1,0,969,116,1580,8,1,False
2017-03-21,111,611,1,0,969,116,1580,8,1,False
2017-03-22,111,611,1,0,969,116,1580,8,1,False
2017-03-23,111,611,1,0,969,116,1580,8,1,False
2017-03-24,111,611,1,0,969,116,1580,8,1,False
2017-03-25,111,611,1,0,969,116,1580,8,1,False
2017-03-26,111,611,1,0,969,116,1580,8,1,False
2017-03-27,111,611,1,0,969,116,1580,8,1,False
2017-03-28,111,611,1,0,969,116,1580,8,1,False
2017-03-29,111,611,1,0,969,116,1580,8,1,False
2017-03-30,111,611,1,0,969,116,1580,8,1,False
2017-03-31,111,611,1,0,969,116,1580,8,1,True
2017-01-01,112,1194,1,0,0,0,1194,0,0,False
2017-01-02,112,1194,1,0,0,0,1194,0,0,False
2017-01-03,112,1194,1,0,0,0,1194,0,0,False
2017-01-04,112,1194,1,0,0,0,1194,0,0,False
2017-01-05,112,1194,1,-36,-36,-36,1158,1,1,False
2017-01-06,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-07,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-08,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-09,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-10,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-11,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-12,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-13,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-14,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-15,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-16,112,1194,1,0,-36,-36,1158,1,1,False
2017-01-17,112,1194,1,292,256,256,1450,2,2,False
2017-01-18,112,1194,1,0,256,256,1450,2,2,False
2017-01-19,112,1194,1,101,357,357,1551,3,3,False
2017-01-20,112,1194,1,0,357,357,1551,3,3,False
2017-01-21,112,1194,1,0,357,357,1551,3,3,False
2017-01-22,112,1194,1,0,357,357,1551,3,3,False
2017-01-23,112,1194,1,0,357,357,1551,3,3,False
2017-01-24,112,1194,1,0,357,357,1551,3,3,False
2017-01-25,112,1194,1,0,357,357,1551,3,3,False
2017-01-26,112,1194,1,0,357,357,1551,3,3,False
2017-01-27,112,1194,1,0,357,357,1551,3,3,False
2017-01-28,112,1194,1,0,357,357,1551,3,3,False
2017-01-29,112,1194,1,322,679,679,1873,4,4,False
2017-01-30,112,1194,1,0,679,679,1873,4,4,False
2017-01-31,112,1194,1,0,679,679,1873,4,4,True
2017-02-01,112,1194,1,0,679,0,1873,4,0,False
2017-02-02,112,1194,1,0,679,0,1873,4,0,False
2017-02-03,112,1194,1,0,679,0,1873,4,0,False
2017-02-04,112,1194,1,0,679,0,1873,4,0,False
2017-02-05,112,1194,1,0,679,0,1873,4,0,False
2017-02-06,112,1194,1,0,679,0,1873,4,0,False
2017-02-07,112,1194,1,0,679,0,1873,4,0,False
2017-02-08,112,1194,1,0,679,0,1873,4,0,False
2017-02-09,112,1194,1,0,679,0,1873,4,0,False
2017-02-10,112,1194,1,0,679,0,1873,4,0,False
2017-02-11,112,1194,1,0,679,0,1873,4,0,False
2017-02-12,112,1194,1,0,679,0,1873,4,0,False
2017-02-13,112,1194,1,0,679,0,1873,4,0,False
2017-02-14,112,1194,1,0,679,0,1873,4,0,False
2017-02-15,112,1194,1,0,679,0,1873,4,0,False
2017-02-16,112,1194,1,0,679,0,1873,4,0,False
2017-02-17,112,1194,1,0,679,0,1873,4,0,False
2017-02-18,112,1194,1,0,679,0,1873,4,0,False
2017-02-19,112,1194,1,0,679,0,1873,4,0,False
2017-02-20,112,1194,1,0,679,0,1873,4,0,False
2017-02-21,112,1194,1,0,679,0,1873,4,0,False
2017-02-22,112,1194,1,0,679,0,1873,4,0,False
2017-02-23,112,1194,1,0,679,0,1873,4,0,False
2017-02-24,112,1194,1,0,679,0,1873,4,0,False
2017-02-25,112,1194,1,0,679,0,1873,4,0,False
2017-02-26,112,1194,1,0,679,0,1873,4,0,False
2017-02-27,112,1194,1,0,679,0,1873,4,0,False
2017-02-28,112,1194,1,0,679,0,1873,4,0,True
2017-03-01,112,1194,1,0,679,0,1873,4,0,False
2017-03-02,112,1194,1,0,679,0,1873,4,0,False
2017-03-03,112,1194,1,0,679,0,1873,4,0,False
2017-03-04,112,1194,1,344,1023,344,2217,5,1,False
2017-03-05,112,1194,1,0,1023,344,2217,5,1,False
2017-03-06,112,1194,1,0,1023,344,2217,5,1,False
2017-03-07,112,1194,1,0,1023,344,2217,5,1,False
2017-03-08,112,1194,1,0,1023,344,2217,5,1,False
2017-03-09,112,1194,1,0,1023,344,2217,5,1,False
2017-03-10,112,1194,1,0,1023,344,2217,5,1,False
2017-03-11,112,1194,1,188,1211,532,2405,6,2,False
2017-03-12,112,1194,1,0,1211,532,2405,6,2,False
2017-03-13,112,1194,1,0,1211,532,2405,6,2,False
2017-03-14,112,1194,1,0,1211,532,2405,6,2,False
2017-03-15,112,1194,1,0,1211,532,2405,6,2,False
2017-03-16,112,1194,1,0,1211,532,2405,6,2,False
2017-03-17,112,1194,1,119,1330,651,2524,7,3,False
2017-03-18,112,1194,1,0,1330,651,2524,7,3,False
2017-03-19,112,1194,1,0,1330,651,2524,7,3,False
2017-03-20,112,1194,1,0,1330,651,2524,7,3,False
2017-03-21,112,1194,1,0,1330,651,2524,7,3,False
2017-03-22,112,1194,1,0,1330,651,2524,7,3,False
2017-03-23,112,1194,1,172,1502,823,2696,8,4,False
2017-03-24,112,1194,1,0,1502,823,2696,8,4,False
2017-03-25,112,1194,1,0,1502,823,2696,8,4,False
2017-03-26,112,1194,1,345,1847,1168,3041,9,5,False
2017-03-27,112,1194,1,0,1847,1168,3041,9,5,False
2017-03-28,112,1194,1,0,1847,1168,3041,9,5,False
2017-03-29,112,1194,1,0,1847,1168,3041,9,5,False
2017-03-30,112,1194,1,-11,1836,1157,3030,10,6,False
2017-03-31,112,1194,1,0,1836,1157,3030,10,6,True
2017-01-01,113,4304,2,0,0,0,4304,0,0,False
2017-01-02,113,4304,2,0,0,0,4304,0,0,False
2017-01-03,113,4304,2,0,0,0,4304,0,0,False
2017-01-04,113,4304,2,0,0,0,4304,0,0,False
2017-01-05,113,4304,2,0,0,0,4304,0,0,False
2017-01-06,113,4304,2,0,0,0,4304,0,0,False
2017-01-07,113,4304,2,0,0,0,4304,0,0,False
2017-01-08,113,4304,2,0,0,0,4304,0,0,False
2017-01-09,113,4304,2,0,0,0,4304,0,0,False
2017-01-10,113,4304,2,0,0,0,4304,0,0,False
2017-01-11,113,4304,2,0,0,0,4304,0,0,False
2017-01-12,113,4304,2,0,0,0,4304,0,0,False
2017-01-13,113,4304,2,0,0,0,4304,0,0,False
2017-01-14,113,4304,2,0,0,0,4304,0,0,False
2017-01-15,113,4304,2,0,0,0,4304,0,0,False
2017-01-16,113,4304,2,0,0,0,4304,0,0,False
2017-01-17,113,4304,2,0,0,0,4304,0,0,False
2017-01-18,113,4304,2,0,0,0,4304,0,0,False
2017-01-19,113,4304,2,0,0,0,4304,0,0,False
2017-01-20,113,4304,2,0,0,0,4304,0,0,False
2017-01-21,113,4304,2,0,0,0,4304,0,0,False
2017-01-22,113,4304,2,0,0,0,4304,0,0,False
2017-01-23,113,4304,2,0,0,0,4304,0,0,False
2017-01-24,113,4304,2,0,0,0,4304,0,0,False
2017-01-25,113,4304,2,0,0,0,4304,0,0,False
2017-01-26,113,4304,2,0,0,0,4304,0,0,False
2017-01-27,113,4304,2,0,0,0,4304,0,0,False
2017-01-28,113,4304,2,0,0,0,4304,0,0,False
2017-01-29,113,4304,2,0,0,0,4304,0,0,False
2017-01-30,113,4304,2,0,0,0,4304,0,0,False
2017-01-31,113,4304,2,0,0,0,4304,0,0,True
2017-02-01,113,4304,2,0,0,0,4304,0,0,False
2017-02-02,113,4304,2,0,0,0,4304,0,0,False
2017-02-03,113,4304,2,0,0,0,4304,0,0,False
2017-02-04,113,4304,2,0,0,0,4304,0,0,False
2017-02-05,113,4304,2,0,0,0,4304,0,0,False
2017-02-06,113,4304,2,0,0,0,4304,0,0,False
2017-02-07,113,4304,2,0,0,0,4304,0,0,False
2017-02-08,113,4304,2,0,0,0,4304,0,0,False
2017-02-09,113,4304,2,0,0,0,4304,0,0,False
2017-02-10,113,4304,2,0,0,0,4304,0,0,False
2017-02-11,113,4304,2,0,0,0,4304,0,0,False
2017-02-12,113,4304,2,0,0,0,4304,0,0,False
2017-02-13,113,4304,2,0,0,0,4304,0,0,False
2017-02-14,113,4304,2,0,0,0,4304,0,0,False
2017-02-15,113,4304,2,0,0,0,4304,0,0,False
2017-02-16,113,4304,2,0,0,0,4304,0,0,False
2017-02-17,113,4304,2,0,0,0,4304,0,0,False
2017-02-18,113,4304,2,0,0,0,4304,0,0,False
2017-02-19,113,4304,2,0,0,0,4304,0,0,False
2017-02-20,113,4304,2,0,0,0,4304,0,0,False
2017-02-21,113,4304,2,0,0,0,4304,0,0,False
2017-02-22,113,4304,2,0,0,0,4304,0,0,False
2017-02-23,113,4304,2,0,0,0,4304,0,0,False
2017-02-24,113,4304,2,0,0,0,4304,0,0,False
2017-02-25,113,4304,2,0,0,0,4304,0,0,False
2017-02-26,113,4304,2,531,531,531,4835,1,1,False
2017-02-27,113,4304,2,0,531,531,4835,1,1,False
2017-02-28,113,4304,2,0,531,531,4835,1,1,True
2017-03-01,113,4304,2,0,531,0,4835,1,0,False
2017-03-02,113,4304,2,0,531,0,4835,1,0,False
2017-03-03,113,4304,2,0,531,0,4835,1,0,False
2017-03-04,113,4304,2,0,531,0,4835,1,0,False
2017-03-05,113,4304,2,0,531,0,4835,1,0,False
2017-03-06,113,4304,2,1194,1725,1194,6029,2,1,False
2017-03-07,113,4304,2,0,1725,1194,6029,2,1,False
2017-03-08,113,4304,2,0,1725,1194,6029,2,1,False
2017-03-09,113,4304,2,0,1725,1194,6029,2,1,False
2017-03-10,113,4304,2,1012,2737,2206,7041,3,2,False
2017-03-11,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-12,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-13,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-14,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-15,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-16,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-17,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-18,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-19,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-20,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-21,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-22,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-23,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-24,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-25,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-26,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-27,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-28,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-29,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-30,113,4304,2,0,2737,2206,7041,3,2,False
2017-03-31,113,4304,2,0,2737,2206,7041,3,2,True
2017-01-01,114,920,2,0,0,0,920,0,0,False
2017-01-02,114,920,2,0,0,0,920,0,0,False
2017-01-03,114,920,2,0,0,0,920,0,0,False
2017-01-04,114,920,2,0,0,0,920,0,0,False
2017-01-05,114,920,2,0,0,0,920,0,0,False
2017-01-06,114,920,2,0,0,0,920,0,0,False
2017-01-07,114,920,2,0,0,0,920,0,0,False
2017-01-08,114,920,2,0,0,0,920,0,0,False
2017-01-09,114,920,2,0,0,0,920,0,0,False
2017-01-10,114,920,2,0,0,0,920,0,0,False
2017-01-11,114,920,2,0,0,0,920,0,0,False
2017-01-12,114,920,2,0,0,0,920,0,0,False
2017-01-13,114,920,2,0,0,0,920,0,0,False
2017-01-14,114,920,2,0,0,0,920,0,0,False
2017-01-15,114,920,2,0,0,0,920,0,0,False
2017-01-16,114,920,2,0,0,0,920,0,0,False
2017-01-17,114,920,2,0,0,0,920,0,0,False
2017-01-18,114,920,2,0,0,0,920,0,0,False
2017-01-19,114,920,2,0,0,0,920,0,0,False
2017-01-20,114,920,2,0,0,0,920,0,0,False
2017-01-21,114,920,2,0,0,0,920,0,0,False
2017-01-22,114,920,2,0,0,0,920,0,0,False
2017-01-23,114,920,2,0,0,0,920,0,0,False
2017-01-24,114,920,2,0,0,0,920,0,0,False
2017-01-25,114,920,2,0,0,0,920,0,0,False
2017-01-26,114,920,2,0,0,0,920,0,0,False
2017-01-27,114,920,2,0,0,0,920,0,0,False
2017-01-28,114,920,2,0,0,0,920,0,0,False
2017-01-29,114,920,2,0,0,0,920,0,0,False
2017-01-30,114,920,2,0,0,0,920,0,0,False
2017-01-31,114,920,2,0,0,0,920,0,0,True
2017-02-01,114,920,2,0,0,0,920,0,0,False
2017-02-02,114,920,2,0,0,0,920,0,0,False
2017-02-03,114,920,2,0,0,0,920,0,0,False
2017-02-04,114,920,2,0,0,0,920,0,0,False
2017-02-05,114,920,2,0,0,0,920,0,0,False
2017-02-06,114,920,2,0,0,0,920,0,0,False
2017-02-07,114,920,2,0,0,0,920,0,0,False
2017-02-08,114,920,2,0,0,0,920,0,0,False
2017-02-09,114,920,2,0,0,0,920,0,0,False
2017-02-10,114,920,2,0,0,0,920,0,0,False
2017-02-11,114,920,2,0,0,0,920,0,0,False
2017-02-12,114,920,2,0,0,0,920,0,0,False
2017-02-13,114,920,2,0,0,0,920,0,0,False
2017-02-14,114,920,2,0,0,0,920,0,0,False
2017-02-15,114,920,2,0,0,0,920,0,0,False
2017-02-16,114,920,2,0,0,0,920,0,0,False
2017-02-17,114,920,2,0,0,0,920,0,0,False
2017-02-18,114,920,2,0,0,0,920,0,0,False
2017-02-19,114,920,2,0,0,0,920,0,0,False
2017-02-20,114,920,2,777,777,777,1697,1,1,False
2017-02-21,114,920,2,0,777,777,1697,1,1,False
2017-02-22,114,920,2,0,777,777,1697,1,1,False
2017-02-23,114,920,2,0,777,777,1697,1,1,False
2017-02-24,114,920,2,0,777,777,1697,1,1,False
2017-02-25,114,920,2,0,777,777,1697,1,1,False
2017-02-26,114,920,2,0,777,777,1697,1,1,False
2017-02-27,114,920,2,0,777,777,1697,1,1,False
2017-02-28,114,920,2,0,777,777,1697,1,1,True
2017-03-01,114,920,2,0,777,0,1697,1,0,False
2017-03-02,114,920,2,0,777,0,1697,1,0,False
2017-03-03,114,920,2,0,777,0,1697,1,0,False
2017-03-04,114,920,2,0,777,0,1697,1,0,False
2017-03-05,114,920,2,0,777,0,1697,1,0,False
2017-03-06,114,920,2,82,859,82,1779,2,1,False
2017-03-07,114,920,2,0,859,82,1779,2,1,False
2017-03-08,114,920,2,93,952,175,1872,3,2,False
2017-03-09,114,920,2,0,952,175,1872,3,2,False
2017-03-10,114,920,2,0,952,175,1872,3,2,False
2017-03-11,114,920,2,0,952,175,1872,3,2,False
2017-03-12,114,920,2,0,952,175,1872,3,2,False
2017-03-13,114,920,2,0,952,175,1872,3,2,False
2017-03-14,114,920,2,0,952,175,1872,3,2,False
2017-03-15,114,920,2,0,952,175,1872,3,2,False
2017-03-16,114,920,2,0,952,175,1872,3,2,False
2017-03-17,114,920,2,0,952,175,1872,3,2,False
2017-03-18,114,920,2,950,1902,1125,2822,4,3,False
2017-03-19,114,920,2,0,1902,1125,2822,4,3,False
2017-03-20,114,920,2,0,1902,1125,2822,4,3,False
2017-03-21,114,920,2,0,1902,1125,2822,4,3,False
2017-03-22,114,920,2,0,1902,1125,2822,4,3,False
2017-03-23,114,920,2,0,1902,1125,2822,4,3,False
2017-03-24,114,920,2,0,1902,1125,2822,4,3,False
2017-03-25,114,920,2,0,1902,1125,2822,4,3,False
2017-03-26,114,920,2,0,1902,1125,2822,4,3,False
2017-03-27,114,920,2,0,1902,1125,2822,4,3,False
2017-03-28,114,920,2,0,1902,1125,2822,4,3,False
2017-03-29,114,920,2,0,1902,1125,2822,4,3,False
2017-03-30,114,920,2,0,1902,1125,2822,4,3,False
2017-03-31,114,920,2,0,1902,1125,2822,4,3,True
2017-01-01,118,3002,2,0,0,0,3002,0,0,False
2017-01-02,118,3002,2,0,0,0,3002,0,0,False
2017-01-03,118,3002,2,0,0,0,3002,0,0,False
2017-01-04,118,3002,2,0,0,0,3002,0,0,False
2017-01-05,118,3002,2,0,0,0,3002,0,0,False
2017-01-06,118,3002,2,0,0,0,3002,0,0,False
2017-01-07,118,3002,2,0,0,0,3002,0,0,False
2017-01-08,118,3002,2,0,0,0,3002,0,0,False
2017-01-09,118,3002,2,0,0,0,3002,0,0,False
2017-01-10,118,3002,2,0,0,0,3002,0,0,False
2017-01-11,118,3002,2,0,0,0,3002,0,0,False
2017-01-12,118,3002,2,0,0,0,3002,0,0,False
2017-01-13,118,3002,2,0,0,0,3002,0,0,False
2017-01-14,118,3002,2,0,0,0,3002,0,0,False
2017-01-15,118,3002,2,0,0,0,3002,0,0,False
2017-01-16,118,3002,2,0,0,0,3002,0,0,False
2017-01-17,118,3002,2,0,0,0,3002,0,0,False
2017-01-18,118,3002,2,0,0,0,3002,0,0,False
2017-01-19,118,3002,2,0,0,0,3002,0,0,False
2017-01-20,118,3002,2,0,0,0,3002,0,0,False
2017-01-21,118,3002,2,0,0,0,3002,0,0,False
2017-01-22,118,3002,2,0,0,0,3002,0,0,False
2017-01-23,118,3002,2,0,0,0,3002,0,0,False
2017-01-24,118,3002,2,0,0,0,3002,0,0,False
2017-01-25,118,3002,2,0,0,0,3002,0,0,False
2017-01-26,118,3002,2,0,0,0,3002,0,0,False
2017-01-27,118,3002,2,0,0,0,3002,0,0,False
2017-01-28,118,3002,2,0,0,0,3002,0,0,False
2017-01-29,118,3002,2,0,0,0,3002,0,0,False
2017-01-30,118,3002,2,0,0,0,3002,0,0,False
2017-01-31,118,3002,2,0,0,0,3002,0,0,True
2017-02-01,118,3002,2,0,0,0,3002,0,0,False
2017-02-02,118,3002,2,0,0,0,3002,0,0,False
2017-02-03,118,3002,2,0,0,0,3002,0,0,False
2017-02-04,118,3002,2,0,0,0,3002,0,0,False
2017-02-05,118,3002,2,0,0,0,3002,0,0,False
2017-02-06,118,3002,2,0,0,0,3002,0,0,False
2017-02-07,118,3002,2,0,0,0,3002,0,0,False
2017-02-08,118,3002,2,0,0,0,3002,0,0,False
2017-02-09,118,3002,2,0,0,0,3002,0,0,False
2017-02-10,118,3002,2,0,0,0,3002,0,0,False
2017-02-11,118,3002,2,0,0,0,3002,0,0,False
2017-02-12,118,3002,2,0,0,0,3002,0,0,False
2017-02-13,118,3002,2,0,0,0,3002,0,0,False
2017-02-14,118,3002,2,0,0,0,3002,0,0,False
2017-02-15,118,3002,2,0,0,0,3002,0,0,False
2017-02-16,118,3002,2,0,0,0,3002,0,0,False
2017-02-17,118,3002,2,0,0,0,3002,0,0,False
2017-02-18,118,3002,2,0,0,0,3002,0,0,False
2017-02-19,118,3002,2,0,0,0,3002,0,0,False
2017-02-20,118,3002,2,0,0,0,3002,0,0,False
2017-02-21,118,3002,2,848,848,848,3850,1,1,False
2017-02-22,118,3002,2,0,848,848,3850,1,1,False
2017-02-23,118,3002,2,0,848,848,3850,1,1,False
2017-02-24,118,3002,2,0,848,848,3850,1,1,False
2017-02-25,118,3002,2,264,1112,1112,4114,2,2,False
2017-02-26,118,3002,2,0,1112,1112,4114,2,2,False
2017-02-27,118,3002,2,0,1112,1112,4114,2,2,False
2017-02-28,118,3002,2,0,1112,1112,4114,2,2,True
2017-03-01,118,3002,2,0,1112,0,4114,2,0,False
2017-03-02,118,3002,2,0,1112,0,4114,2,0,False
2017-03-03,118,3002,2,0,1112,0,4114,2,0,False
2017-03-04,118,3002,2,0,1112,0,4114,2,0,False
2017-03-05,118,3002,2,0,1112,0,4114,2,0,False
2017-03-06,118,3002,2,0,1112,0,4114,2,0,False
2017-03-07,118,3002,2,0,1112,0,4114,2,0,False
2017-03-08,118,3002,2,0,1112,0,4114,2,0,False
2017-03-09,118,3002,2,0,1112,0,4114,2,0,False
2017-03-10,118,3002,2,0,1112,0,4114,2,0,False
2017-03-11,118,3002,2,329,1441,329,4443,3,1,False
2017-03-12,118,3002,2,0,1441,329,4443,3,1,False
2017-03-13,118,3002,2,0,1441,329,4443,3,1,False
2017-03-14,118,3002,2,1129,2570,1458,5572,4,2,False
2017-03-15,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-16,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-17,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-18,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-19,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-20,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-21,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-22,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-23,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-24,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-25,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-26,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-27,118,3002,2,0,2570,1458,5572,4,2,False
2017-03-28,118,3002,2,672,3242,2130,6244,5,3,False
2017-03-29,118,3002,2,0,3242,2130,6244,5,3,False
2017-03-30,118,3002,2,0,3242,2130,6244,5,3,False
2017-03-31,118,3002,2,0,3242,2130,6244,5,3,True
2017-01-01,121,3075,2,0,0,0,3075,0,0,False
2017-01-02,121,3075,2,0,0,0,3075,0,0,False
2017-01-03,121,3075,2,0,0,0,3075,0,0,False
2017-01-04,121,3075,2,0,0,0,3075,0,0,False
2017-01-05,121,3075,2,0,0,0,3075,0,0,False
2017-01-06,121,3075,2,0,0,0,3075,0,0,False
2017-01-07,121,3075,2,0,0,0,3075,0,0,False
2017-01-08,121,3075,2,0,0,0,3075,0,0,False
2017-01-09,121,3075,2,0,0,0,3075,0,0,False
2017-01-10,121,3075,2,0,0,0,3075,0,0,False
2017-01-11,121,3075,2,0,0,0,3075,0,0,False
2017-01-12,121,3075,2,0,0,0,3075,0,0,False
2017-01-13,121,3075,2,0,0,0,3075,0,0,False
2017-01-14,121,3075,2,0,0,0,3075,0,0,False
2017-01-15,121,3075,2,0,0,0,3075,0,0,False
2017-01-16,121,3075,2,0,0,0,3075,0,0,False
2017-01-17,121,3075,2,80,80,80,3155,1,1,False
2017-01-18,121,3075,2,0,80,80,3155,1,1,False
2017-01-19,121,3075,2,0,80,80,3155,1,1,False
2017-01-20,121,3075,2,0,80,80,3155,1,1,False
2017-01-21,121,3075,2,0,80,80,3155,1,1,False
2017-01-22,121,3075,2,0,80,80,3155,1,1,False
2017-01-23,121,3075,2,0,80,80,3155,1,1,False
2017-01-24,121,3075,2,0,80,80,3155,1,1,False
2017-01-25,121,3075,2,0,80,80,3155,1,1,False
2017-01-26,121,3075,2,0,80,80,3155,1,1,False
2017-01-27,121,3075,2,0,80,80,3155,1,1,False
2017-01-28,121,3075,2,0,80,80,3155,1,1,False
2017-01-29,121,3075,2,1155,1235,1235,4310,2,2,False
2017-01-30,121,3075,2,487,1722,1722,4797,3,3,False
2017-01-31,121,3075,2,0,1722,1722,4797,3,3,True
2017-02-01,121,3075,2,0,1722,0,4797,3,0,False
2017-02-02,121,3075,2,0,1722,0,4797,3,0,False
2017-02-03,121,3075,2,-94,1628,-94,4703,4,1,False
2017-02-04,121,3075,2,0,1628,-94,4703,4,1,False
2017-02-05,121,3075,2,0,1628,-94,4703,4,1,False
2017-02-06,121,3075,2,0,1628,-94,4703,4,1,False
2017-02-07,121,3075,2,0,1628,-94,4703,4,1,False
2017-02-08,121,3075,2,0,1628,-94,4703,4,1,False
2017-02-09,121,3075,2,0,1628,-94,4703,4,1,False
2017-02-10,121,3075,2,0,1628,-94,4703,4,1,False
2017-02-11,121,3075,2,1144,2772,1050,5847,5,2,False
2017-02-12,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-13,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-14,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-15,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-16,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-17,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-18,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-19,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-20,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-21,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-22,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-23,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-24,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-25,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-26,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-27,121,3075,2,0,2772,1050,5847,5,2,False
2017-02-28,121,3075,2,0,2772,1050,5847,5,2,True
2017-03-01,121,3075,2,0,2772,0,5847,5,0,False
2017-03-02,121,3075,2,0,2772,0,5847,5,0,False
2017-03-03,121,3075,2,0,2772,0,5847,5,0,False
2017-03-04,121,3075,2,0,2772,0,5847,5,0,False
2017-03-05,121,3075,2,0,2772,0,5847,5,0,False
2017-03-06,121,3075,2,0,2772,0,5847,5,0,False
2017-03-07,121,3075,2,0,2772,0,5847,5,0,False
2017-03-08,121,3075,2,0,2772,0,5847,5,0,False
2017-03-09,121,3075,2,0,2772,0,5847,5,0,False
2017-03-10,121,3075,2,0,2772,0,5847,5,0,False
2017-03-11,121,3075,2,0,2772,0,5847,5,0,False
2017-03-12,121,3075,2,0,2772,0,5847,5,0,False
2017-03-13,121,3075,2,0,2772,0,5847,5,0,False
2017-03-14,121,3075,2,231,3003,231,6078,6,1,False
2017-03-15,121,3075,2,1151,4154,1382,7229,7,2,False
2017-03-16,121,3075,2,0,4154,1382,7229,7,2,False
2017-03-17,121,3075,2,0,4154,1382,7229,7,2,False
2017-03-18,121,3075,2,0,4154,1382,7229,7,2,False
2017-03-19,121,3075,2,0,4154,1382,7229,7,2,False
2017-03-20,121,3075,2,0,4154,1382,7229,7,2,False
2017-03-21,121,3075,2,0,4154,1382,7229,7,2,False
2017-03-22,121,3075,2,350,4504,1732,7579,8,3,False
2017-03-23,121,3075,2,0,4504,1732,7579,8,3,False
2017-03-24,121,3075,2,0,4504,1732,7579,8,3,False
2017-03-25,121,3075,2,0,4504,1732,7579,8,3,False
2017-03-26,121,3075,2,0,4504,1732,7579,8,3,False
2017-03-27,121,3075,2,0,4504,1732,7579,8,3,False
2017-03-28,121,3075,2,0,4504,1732,7579,8,3,False
2017-03-29,121,3075,2,0,4504,1732,7579,8,3,False
